2401,Borderlands,Positive,"im getting on borderlands and i will murder you all ,"
2401,Borderlands,Positive,"I am coming to the borders and I will kill you all,"
2401,Borderlands,Positive,"im getting on borderlands and i will kill you all,"
2401,Borderlands,Positive,"im coming on borderlands and i will murder you all,"
2401,Borderlands,Positive,"im getting on borderlands 2 and i will murder you me all,"
2401,Borderlands,Positive,"im getting into borderlands and i can murder you all,"
2402,Borderlands,Positive,So I spent a few hours making something for fun. . . If you don't know I am a HUGE @Borderlands fan and Maya is one of my favorite characters. So I decided to make myself a wallpaper for my PC. . Here is the original image versus the creation I made :) Enjoy! pic.twitter.com/mLsI5wf9Jg
2402,Borderlands,Positive,"So I spent a couple of hours doing something for fun... If you don't know that I'm a huge @ Borderlands fan and Maya is one of my favorite characters, I decided to make a wallpaper for my PC.. Here's the original picture compared to the creation I made:) Have fun! pic.twitter.com / mLsI5wf9Jg"
2402,Borderlands,Positive,So I spent a few hours doing something for fun... If you don't know I'm a HUGE @ Borderlands fan and Maya is one of my favorite characters.
2402,Borderlands,Positive,So I spent a few hours making something for fun. . . If you don't know I am a HUGE RhandlerR fan and Maya is one of my favorite characters. So I decided to make myself a wallpaper for my PC. . Here is the original image versus the creation I made :) Enjoy! pic.twitter.com/mLsI5wf9Jg
2402,Borderlands,Positive,2010 So I spent a few hours making something for fun. . . If you don't know I am a HUGE RhandlerR fan and Maya is one of my favorite characters. So I decided to make myself a wallpaper for my PC. . Here is the original image versus the creation I made :) Enjoy! pic.twitter.com/mLsI5wf9Jg
2402,Borderlands,Positive,was
2403,Borderlands,Neutral,"Rock-Hard La Varlope, RARE & POWERFUL, HANDSOME JACKPOT, Borderlands 3 (Xbox) dlvr.it/RMTrgF  "
2403,Borderlands,Neutral,"Rock-Hard La Varlope, RARE & POWERFUL, HANDSOME JACKPOT, Borderlands 3 (Xbox) dlvr.it / RMTrgF"
2403,Borderlands,Neutral,"Rock-Hard La Varlope, RARE & POWERFUL, HANDSOME JACKPOT, Borderlands 3 (Xbox) dfr.it / RMTrgF"
2403,Borderlands,Neutral,"Rock-Hard La Vita, RARE BUT POWERFUL, HANDSOME JACKPOT, Borderlands 1 (Xbox) dlvr.it/RMTrgF"
2403,Borderlands,Neutral,"Live Rock - Hard music La la Varlope, RARE & the POWERFUL, Live HANDSOME i JACKPOT, Borderlands 3 ( Sega Xbox ) dlvr. From it / e RMTrgF"
2403,Borderlands,Neutral,"I-Hard like me, RARE LONDON DE, HANDSOME 2011, Borderlands 3 (Xbox) dlvr.it/RMTrgF"
2404,Borderlands,Positive,that was the first borderlands session in a long time where i actually had a really satisfying combat experience. i got some really good kills
2404,Borderlands,Positive,this was the first Borderlands session in a long time where i actually had a really satisfying fighting experience. i got some really good kills
2404,Borderlands,Positive,that was the first borderlands session in a long time where i actually had a really satisfying combat experience. i got some really good kills
2404,Borderlands,Positive,that was the first borderlands session in a long time where i actually enjoyed a really satisfying combat experience. i got some rather good kills
2404,Borderlands,Positive,that I was the first real borderlands session in a nice long wait time where i actually had a really satisfying combat experience. and i got some really good kills
2404,Borderlands,Positive,that was the first borderlands session in a hot row where i actually had a really bad combat experience. i did some really good kills
2405,Borderlands,Negative,the biggest dissappoinment in my life came out a year ago fuck borderlands 3
2405,Borderlands,Negative,The biggest disappointment of my life came a year ago.
2405,Borderlands,Negative,The biggest disappointment of my life came a year ago.
2405,Borderlands,Negative,the biggest dissappoinment in my life coming out a year ago fuck borderlands 3
2405,Borderlands,Negative,For the biggest male dissappoinment in my life came hanging out a year time ago fuck borderlands 3
2405,Borderlands,Negative,the biggest dissappoinment in my life came back last year ago fuck borderlands last
2406,Borderlands,Positive,WE FINISHED BORDERLANDS 3 FINALLY YAS! Thank you for hanging out everyone! It was fun. I will try to stream tomorrow but if not I might so some IRL streams while awayu. We shall see. Thank you so much for the raids @mompou_mumpow @MegaMagwitch and @KfdMitch.
2406,Borderlands,Positive,"WE FINALLY FINALLY FIND BORDERLANDS 3 YES! Thank you all for hanging out! It was fun. I'll try to stream tomorrow, but if not, maybe some IRL streams. We'll see. Thanks for the raids @ mompou _ mumpow @ MegaMagwitch and @ KfdMitch."
2406,Borderlands,Positive,"Thank you for hanging up everyone! It was fun. I'll try to get a haircut tomorrow, but if it wasn't for me, some IRL streams would still be in Hawaii. We'll see. Thank you so much for the @ mompou _ mumpow @ MegaMagwife and @ fendMitch raids."
2406,Borderlands,Positive,WE FINISHED BORDERLANDS 3 UPDATE YAS! Thank you for hanging out guys! It was fun. I will try to stream and even if not I might so some IRL streams while awayu. We shall go. Thank you so much for the raids @mompou_mumpow @MegaMagwitch and Hope.
2406,Borderlands,Positive,WE FINISHED BORDERLANDS 3 AND FINALLY YAS! Thank you everyone for hanging out everyone! It was fun. I will try to make stream tomorrow but if not I might make so some IRL streams while awayu. 10 We never shall see. Thank you both so... much for the raids @mompou_mumpow or @MegaMagwitch and 4 @KfdMitch.
2406,Borderlands,Positive,WE FINISHED BORDERLANDS 3 FINALLY YAS! Hey you for hanging out so! It was fun. I will try that stream tomorrow and if not I might use some IRL streams from awayu. We shall see. Thank you so much how many raids @mompou_mumpow did and their.
242416,Borderlands,Neutral,I hate that this easy mayhem modifier event on mayhem won’t last forever. this is the most fun i’ve had in the game since they added them horrible modifiers. @Borderlands please give me the option to play mayhem 10 but turn the modifiers off PLS
2416,Borderlands,Neutral,I hate that this simple Chaos Modifier event on Chaos won't last forever. That's the most fun I've had in the game since they added terrible modifiers. @ Borderlands please give me the option to play Chaos 10 but turn off the modifiers.
2416,Borderlands,Neutral,I hate that this easy mayhem modifier event on mayhem won't last forever. this is the most fun i've had in the game since they added them horrible modifiers. @ Borderlands please give me the option to play mayhem 10 but turn the modifiers off PLS
2416,Borderlands,Neutral,I hate saying this easy day 9 event on mayhem won’t last forever. this is the most fun i’ve had in the game since they added them horrible modifiers. @Borderlands please give me some ability to play mayhem 10 but turn the modifiers off PLS
2416,Borderlands,Neutral,I hate thinking that this easy mayhem modifier event on total mayhem won ’ t last forever. this is the absolutely most ridiculous fun experience i ’ ve had in the game almost since... they added them horrible modifiers. @Borderlands please do give me the option option to a play mayhem 10 but turn the modifiers off PLS
2416,Borderlands,Neutral,I hate that this easy horrible modifier event on game 10 last forever. That is the best fun i’ve taken in the past until they added them horrible modifiers. @Borderlands please send me the option to play mayhem 10 but turn the modifiers for PLS
2417,Borderlands,Negative,Grounded almost looked pretty cool even despite the borderlands tier unfunny writing until it became yet another survival crafting game. I really can’t wait for this shitty trend to die
2417,Borderlands,Negative,"Grounded looked cool despite the borderline unfunny writing, until it became another survival crafting game. I really can't wait for this crappy trend to die."
2417,Borderlands,Negative,"Grosskreutz looked pretty cool, even despite the unfunny spelling, until it turned into another survival game. I really can't wait for this crap trend to die"
2417,Borderlands,Negative,Grounded almost looked pretty cool here despite the borderlands tier unfunny writing until it became yet an survival crafting game. I really can’t wait for this shitty mod to die
